;M44;M43;M42;M41;M40;M39;M38;M37;M36;M35;M34;M33;M32;M31;M30;M29;M28;M27;M26;M25;M24;M23;M22;M21;M20;M19;M18;M17;M16;M15;M14;M13;M12;M11;M10;M9;M8;M7;M6;M5;M4;M3;M2;M1
620;4,327e-003;1,677e-002;1,687e-002;1,685e-002;8,856e-003;3,190e-026;3,190e-026;1,728e-006;4,461e-003;1,681e-002;1,689e-002;1,683e-002;8,826e-003;3,190e-026;3,190e-026;1,754e-006;1,153e-003;1,682e-002;1,702e-002;1,693e-002;3,190e-026;3,190e-026;7,148e-003;1,728e-002;1,738e-002;1,718e-002;2,536e-003;1,084e-002;3,190e-026;1,563e-005;1,748e-002;4,093e-003;5,846e-003;8,229e-003;6,009e-003;7,060e-003;8,222e-003;9,046e-003;8,176e-003;1,158e-002;1,403e-002;1,638e-002;1,815e-002;1,817e-003
622;5,231e-003;2,032e-002;2,044e-002;2,040e-002;1,071e-002;3,254e-026;3,254e-026;4,978e-006;5,401e-003;2,038e-002;2,046e-002;2,037e-002;1,072e-002;3,254e-026;3,254e-026;1,099e-006;1,365e-003;2,037e-002;2,059e-002;2,052e-002;3,254e-026;3,254e-026;8,634e-003;2,093e-002;2,103e-002;2,080e-002;3,068e-003;1,066e-002;3,254e-026;2,861e-005;2,117e-002;4,027e-003;5,984e-003;8,694e-003;6,017e-003;7,332e-003;8,685e-003;9,696e-003;8,041e-003;1,187e-002;1,455e-002;1,736e-002;1,946e-002;1,830e-003
624;6,173e-003;2,418e-002;2,428e-002;2,425e-002;1,271e-002;3,328e-026;3,328e-026;3,328e-026;6,398e-003;2,421e-002;2,432e-002;2,423e-002;1,269e-002;3,328e-026;3,328e-026;1,017e-006;1,610e-003;2,423e-002;2,448e-002;2,439e-002;3,328e-026;3,328e-026;1,020e-002;2,485e-002;2,495e-002;2,468e-002;3,624e-003;1,048e-002;3,328e-026;3,559e-005;2,510e-002;3,962e-003;6,123e-003;9,175e-003;6,011e-003;7,577e-003;9,171e-003;1,034e-002;7,897e-003;1,213e-002;1,503e-002;1,829e-002;2,076e-002;1,848e-003
626;7,064e-003;2,802e-002;2,809e-002;2,810e-002;1,461e-002;3,411e-026;3,411e-026;3,689e-006;7,338e-003;2,801e-002;2,814e-002;2,805e-002;1,459e-002;3,411e-026;3,411e-026;5,162e-007;1,818e-003;2,804e-002;2,833e-002;2,824e-002;3,411e-026;3,411e-026;1,166e-002;2,863e-002;2,874e-002;2,842e-002;4,136e-003;1,028e-002;3,411e-026;3,001e-005;2,889e-002;3,888e-003;6,237e-003;9,591e-003;5,996e-003;7,765e-003;9,574e-003;1,090e-002;7,747e-003;1,232e-002;1,539e-002;1,905e-002;2,182e-002;1,841e-003
628;7,804e-003;3,132e-002;3,137e-002;3,139e-002;1,612e-002;3,501e-026;3,501e-026;5,490e-007;8,077e-003;3,131e-002;3,138e-002;3,132e-002;1,611e-002;3,501e-026;3,501e-026;3,501e-026;1,984e-003;3,131e-002;3,158e-002;3,152e-002;3,501e-026;3,501e-026;1,277e-002;3,179e-002;3,190e-002;3,152e-002;4,485e-003;1,006e-002;3,501e-026;2,910e-005;3,199e-002;3,806e-003;6,261e-003;9,818e-003;5,965e-003;7,802e-003;9,756e-003;1,121e-002;7,585e-003;1,235e-002;1,543e-002;1,937e-002;2,232e-002;1,815e-003
630;8,036e-003;3,306e-002;3,306e-002;3,309e-002;1,671e-002;3,597e-026;3,597e-026;3,597e-026;8,324e-003;3,303e-002;3,305e-002;3,299e-002;1,670e-002;3,597e-026;3,597e-026;3,597e-026;2,062e-003;3,298e-002;3,325e-002;3,317e-002;3,597e-026;3,597e-026;1,312e-002;3,324e-002;3,330e-002;3,288e-002;4,559e-003;9,805e-003;3,597e-026;3,242e-005;3,330e-002;3,713e-003;6,138e-003;9,709e-003;5,826e-003;7,619e-003;9,611e-003;1,108e-002;7,398e-003;1,209e-002;1,500e-002;1,898e-002;2,190e-002;1,766e-003
632;7,723e-003;3,261e-002;3,254e-002;3,260e-002;1,615e-002;3,692e-026;3,692e-026;5,258e-006;8,006e-003;3,254e-002;3,250e-002;3,248e-002;1,612e-002;3,692e-026;3,692e-026;3,692e-026;1,939e-003;3,249e-002;3,270e-002;3,259e-002;3,692e-026;3,692e-026;1,256e-002;3,243e-002;3,243e-002;3,200e-002;4,295e-003;9,596e-003;3,692e-026;2,895e-005;3,234e-002;3,632e-003;5,916e-003;9,283e-003;5,652e-003;7,249e-003;9,139e-003;1,052e-002;7,225e-003;1,159e-002;1,423e-002;1,798e-002;2,064e-002;1,695e-003
634;6,917e-003;3,011e-002;2,996e-002;3,004e-002;1,457e-002;3,789e-026;3,789e-026;5,560e-006;7,194e-003;2,999e-002;2,987e-002;2,988e-002;1,451e-002;3,789e-026;3,789e-026;3,789e-026;1,713e-003;2,992e-002;3,005e-002;2,997e-002;3,789e-026;3,789e-026;1,121e-002;2,957e-002;2,950e-002;2,908e-002;3,738e-003;9,368e-003;3,789e-026;2,746e-005;2,932e-002;3,538e-003;5,576e-003;8,585e-003;5,431e-003;6,737e-003;8,426e-003;9,639e-003;7,034e-003;1,092e-002;1,322e-002;1,648e-002;1,876e-002;1,613e-003
636;5,788e-003;2,587e-002;2,569e-002;2,579e-002;1,221e-002;3,884e-026;3,884e-026;3,884e-026;5,995e-003;2,574e-002;2,558e-002;2,561e-002;1,219e-002;3,884e-026;3,884e-026;3,884e-026;1,415e-003;2,564e-002;2,574e-002;2,567e-002;3,884e-026;3,884e-026;9,297e-003;2,508e-002;2,495e-002;2,457e-002;3,039e-003;9,128e-003;3,884e-026;2,815e-005;2,473e-002;3,434e-003;5,187e-003;7,722e-003;5,197e-003;6,174e-003;7,555e-003;8,561e-003;6,845e-003;1,013e-002;1,210e-002;1,475e-002;1,656e-002;1,517e-003
638;4,418e-003;2,028e-002;2,010e-002;2,020e-002;9,327e-003;3,983e-026;3,983e-026;3,983e-026;4,556e-003;2,017e-002;2,002e-002;2,002e-002;9,308e-003;3,983e-026;3,983e-026;3,983e-026;1,049e-003;2,010e-002;2,010e-002;2,005e-002;3,983e-026;3,983e-026;7,027e-003;1,940e-002;1,926e-002;1,895e-002;2,220e-003;8,863e-003;3,983e-026;3,428e-005;1,902e-002;3,345e-003;4,767e-003;6,786e-003;4,905e-003;5,577e-003;6,628e-003;7,368e-003;6,612e-003;9,288e-003;1,093e-002;1,294e-002;1,424e-002;1,426e-003
640;3,178e-003;1,500e-002;1,480e-002;1,484e-002;6,730e-003;4,079e-026;4,079e-026;4,079e-026;3,316e-003;1,489e-002;1,472e-002;1,475e-002;6,714e-003;4,079e-026;4,079e-026;4,079e-026;7,243e-004;1,480e-002;1,481e-002;1,475e-002;4,079e-026;4,079e-026;5,090e-003;1,418e-002;1,405e-002;1,381e-002;1,540e-003;8,578e-003;4,079e-026;1,844e-005;1,385e-002;3,217e-003;4,377e-003;5,966e-003;4,654e-003;5,084e-003;5,847e-003;6,360e-003;6,393e-003;8,590e-003;9,970e-003;1,142e-002;1,235e-002;1,340e-003
642;2,269e-003;1,087e-002;1,071e-002;1,076e-002;4,783e-003;4,172e-026;4,172e-026;9,157e-007;2,359e-003;1,080e-002;1,065e-002;1,067e-002;4,781e-003;4,172e-026;4,172e-026;4,172e-026;4,987e-004;1,071e-002;1,073e-002;1,067e-002;4,172e-026;4,172e-026;3,638e-003;1,021e-002;1,007e-002;9,921e-003;1,050e-003;8,330e-003;4,172e-026;1,631e-005;9,945e-003;3,097e-003;4,081e-003;5,375e-003;4,423e-003;4,680e-003;5,264e-003;5,634e-003;6,187e-003;8,019e-003;9,234e-003;1,031e-002;1,097e-002;1,280e-003
644;1,626e-003;7,742e-003;7,621e-003;7,649e-003;3,336e-003;4,267e-026;4,267e-026;7,959e-007;1,689e-003;7,689e-003;7,567e-003;7,588e-003;3,339e-003;4,267e-026;4,267e-026;4,267e-026;3,313e-004;7,614e-003;7,624e-003;7,577e-003;4,267e-026;4,267e-026;2,573e-003;7,279e-003;7,122e-003;7,028e-003;6,870e-004;8,073e-003;4,267e-026;2,019e-005;7,050e-003;3,003e-003;3,847e-003;4,891e-003;4,224e-003;4,363e-003;4,810e-003;5,072e-003;5,990e-003;7,547e-003;8,643e-003;9,448e-003;9,906e-003;1,224e-003
646;1,138e-003;5,492e-003;5,394e-003;5,411e-003;2,308e-003;4,357e-026;4,357e-026;4,357e-026;1,172e-003;5,458e-003;5,376e-003;5,360e-003;2,320e-003;4,357e-026;4,357e-026;4,357e-026;2,090e-004;5,395e-003;5,394e-003;5,351e-003;4,357e-026;4,357e-026;1,778e-003;5,172e-003;5,020e-003;4,950e-003;4,659e-004;7,815e-003;4,357e-026;2,723e-005;4,974e-003;2,901e-003;3,635e-003;4,533e-003;4,055e-003;4,103e-003;4,423e-003;4,625e-003;5,781e-003;7,152e-003;8,138e-003;8,755e-003;9,096e-003;1,171e-003
648;7,639e-004;3,740e-003;3,658e-003;3,675e-003;1,528e-003;4,457e-026;4,457e-026;4,457e-026;8,110e-004;3,720e-003;3,640e-003;3,663e-003;1,525e-003;4,457e-026;4,457e-026;4,457e-026;1,143e-004;3,674e-003;3,650e-003;3,647e-003;4,457e-026;4,457e-026;1,226e-003;3,522e-003;3,433e-003;3,339e-003;2,312e-004;7,519e-003;4,457e-026;2,116e-005;3,387e-003;2,794e-003;3,427e-003;4,180e-003;3,869e-003;3,850e-003;4,094e-003;4,232e-003;5,558e-003;6,745e-003;7,650e-003;8,135e-003;8,351e-003;1,128e-003
650;5,638e-004;2,669e-003;2,564e-003;2,596e-003;1,020e-003;4,548e-026;4,548e-026;4,548e-026;5,849e-004;2,660e-003;2,570e-003;2,581e-003;1,023e-003;4,548e-026;4,548e-026;4,548e-026;4,263e-005;2,602e-003;2,599e-003;2,576e-003;4,548e-026;4,548e-026;8,720e-004;2,508e-003;2,400e-003;2,340e-003;1,298e-004;7,236e-003;4,548e-026;2,228e-005;2,397e-003;2,695e-003;3,260e-003;3,929e-003;3,695e-003;3,668e-003;3,860e-003;3,951e-003;5,344e-003;6,431e-003;7,285e-003;7,637e-003;7,802e-003;1,080e-003
652;4,093e-004;1,949e-003;1,854e-003;1,839e-003;6,861e-004;4,637e-026;4,637e-026;4,637e-026;4,256e-004;1,929e-003;1,838e-003;1,844e-003;7,141e-004;4,637e-026;4,637e-026;4,637e-026;2,924e-006;1,898e-003;1,863e-003;1,843e-003;4,637e-026;1,315e-006;6,247e-004;1,828e-003;1,717e-003;1,683e-003;4,571e-005;6,980e-003;4,637e-026;2,900e-006;1,707e-003;2,593e-003;3,118e-003;3,707e-003;3,538e-003;3,492e-003;3,649e-003;3,717e-003;5,137e-003;6,136e-003;6,952e-003;7,235e-003;7,355e-003;1,040e-003
654;3,091e-004;1,398e-003;1,342e-003;1,339e-003;4,535e-004;4,727e-026;4,727e-026;4,727e-026;2,852e-004;1,397e-003;1,322e-003;1,312e-003;4,689e-004;4,727e-026;4,727e-026;4,727e-026;4,727e-026;1,364e-003;1,298e-003;1,335e-003;4,727e-026;8,597e-007;4,438e-004;1,322e-003;1,213e-003;1,216e-003;5,122e-006;6,728e-003;4,727e-026;1,896e-006;1,226e-003;2,485e-003;2,977e-003;3,533e-003;3,393e-003;3,339e-003;3,455e-003;3,503e-003;4,937e-003;5,873e-003;6,640e-003;6,894e-003;6,964e-003;1,007e-003
656;2,130e-004;1,006e-003;9,850e-004;9,350e-004;2,993e-004;4,819e-026;4,819e-026;4,819e-026;2,289e-004;1,000e-003;9,404e-004;9,755e-004;3,035e-004;4,819e-026;4,819e-026;4,819e-026;4,819e-026;9,836e-004;9,449e-004;9,555e-004;4,819e-026;4,819e-026;3,053e-004;9,891e-004;8,589e-004;8,226e-004;4,819e-026;6,443e-003;4,819e-026;4,819e-026;8,625e-004;2,380e-003;2,831e-003;3,354e-003;3,256e-003;3,194e-003;3,285e-003;3,300e-003;4,716e-003;5,613e-003;6,338e-003;6,548e-003;6,614e-003;9,604e-004
658;1,330e-004;7,036e-004;6,931e-004;6,676e-004;1,785e-004;4,915e-026;4,915e-026;4,915e-026;1,483e-004;7,188e-004;6,861e-004;6,891e-004;1,839e-004;4,915e-026;4,915e-026;4,915e-026;4,915e-026;6,845e-004;6,371e-004;6,742e-004;4,915e-026;3,746e-006;2,312e-004;7,229e-004;6,273e-004;5,668e-004;4,915e-026;6,148e-003;4,915e-026;4,915e-026;6,167e-004;2,267e-003;2,686e-003;3,173e-003;3,098e-003;3,022e-003;3,116e-003;3,117e-003;4,511e-003;5,329e-003;6,012e-003;6,197e-003;6,225e-003;9,145e-004
660;1,177e-004;5,393e-004;5,246e-004;4,986e-004;7,547e-005;5,003e-026;5,003e-026;5,003e-026;9,784e-005;5,449e-004;5,096e-004;5,048e-004;9,481e-005;5,003e-026;5,003e-026;5,003e-026;5,003e-026;5,237e-004;4,931e-004;4,877e-004;5,003e-026;1,784e-005;1,626e-004;5,589e-004;4,458e-004;4,197e-004;5,003e-026;5,903e-003;5,003e-026;5,003e-026;4,567e-004;2,178e-003;2,565e-003;3,014e-003;2,956e-003;2,905e-003;2,980e-003;2,971e-003;4,315e-003;5,106e-003;5,737e-003;5,921e-003;5,940e-003;8,779e-004
662;6,904e-005;4,448e-004;4,135e-004;3,725e-004;1,961e-005;5,094e-026;5,094e-026;5,094e-026;6,046e-005;4,100e-004;4,216e-004;3,687e-004;2,405e-005;5,094e-026;5,094e-026;5,094e-026;5,094e-026;4,159e-004;3,489e-004;3,933e-004;5,094e-026;7,756e-006;1,206e-004;4,339e-004;3,326e-004;3,155e-004;5,094e-026;5,661e-003;5,094e-026;5,094e-026;3,325e-004;2,087e-003;2,452e-003;2,879e-003;2,820e-003;2,764e-003;2,842e-003;2,823e-003;4,134e-003;4,885e-003;5,482e-003;5,652e-003;5,659e-003;8,364e-004
664;5,985e-005;3,471e-004;3,107e-004;2,657e-004;5,184e-026;5,184e-026;5,184e-026;5,184e-026;5,997e-005;3,200e-004;3,132e-004;3,158e-004;5,184e-026;5,184e-026;5,184e-026;5,184e-026;5,184e-026;3,149e-004;2,350e-004;2,940e-004;5,184e-026;5,184e-026;8,157e-005;3,556e-004;2,607e-004;2,059e-004;5,184e-026;5,405e-003;5,184e-026;5,184e-026;2,412e-004;1,989e-003;2,338e-003;2,744e-003;2,705e-003;2,652e-003;2,704e-003;2,713e-003;3,941e-003;4,658e-003;5,237e-003;5,401e-003;5,405e-003;7,866e-004
666;4,702e-005;2,392e-004;2,098e-004;2,018e-004;5,280e-026;5,280e-026;5,280e-026;5,280e-026;4,715e-005;2,067e-004;2,274e-004;2,135e-004;5,280e-026;5,280e-026;5,280e-026;5,280e-026;5,280e-026;2,555e-004;1,643e-004;2,068e-004;5,280e-026;5,280e-026;7,472e-005;2,654e-004;1,685e-004;1,232e-004;5,280e-026;5,149e-003;5,280e-026;5,280e-026;1,603e-004;1,891e-003;2,203e-003;2,595e-003;2,562e-003;2,532e-003;2,599e-003;2,554e-003;3,746e-003;4,411e-003;4,979e-003;5,117e-003;5,106e-003;7,721e-004
668;2,942e-005;1,939e-004;1,964e-004;1,377e-004;5,377e-026;5,377e-026;5,377e-026;5,377e-026;3,115e-005;1,573e-004;1,658e-004;1,706e-004;5,377e-026;5,377e-026;5,377e-026;5,377e-026;5,377e-026;1,815e-004;1,347e-004;1,396e-004;5,377e-026;9,036e-007;2,724e-005;2,091e-004;1,342e-004;7,394e-005;5,377e-026;4,900e-003;5,377e-026;5,377e-026;1,174e-004;1,806e-003;2,098e-003;2,461e-003;2,445e-003;2,402e-003;2,456e-003;2,418e-003;3,568e-003;4,219e-003;4,728e-003;4,883e-003;4,853e-003;7,130e-004
670;4,797e-005;1,317e-004;1,379e-004;1,178e-004;5,474e-026;5,474e-026;5,474e-026;5,474e-026;4,571e-005;1,099e-004;1,341e-004;1,142e-004;5,474e-026;5,474e-026;5,474e-026;5,474e-026;5,474e-026;1,538e-004;4,947e-005;8,281e-005;5,474e-026;1,614e-006;2,283e-005;1,910e-004;9,005e-005;2,718e-005;5,474e-026;4,679e-003;5,474e-026;5,474e-026;7,928e-005;1,708e-003;1,986e-003;2,342e-003;2,320e-003;2,297e-003;2,323e-003;2,288e-003;3,408e-003;4,019e-003;4,506e-003;4,646e-003;4,626e-003;6,868e-004
672;3,697e-005;1,106e-004;8,102e-005;8,716e-005;5,570e-026;5,570e-026;5,570e-026;5,570e-026;3,702e-005;8,473e-005;1,107e-004;6,718e-005;5,570e-026;5,570e-026;5,570e-026;5,570e-026;5,570e-026;1,257e-004;3,004e-005;6,608e-005;5,570e-026;5,570e-026;2,746e-005;1,435e-004;6,686e-005;5,570e-026;5,570e-026;4,477e-003;5,570e-026;5,570e-026;5,378e-005;1,622e-003;1,892e-003;2,232e-003;2,206e-003;2,172e-003;2,221e-003;2,173e-003;3,243e-003;3,826e-003;4,283e-003;4,432e-003;4,391e-003;6,617e-004
674;5,172e-006;9,945e-005;8,767e-005;2,946e-005;5,667e-026;5,667e-026;5,667e-026;5,667e-026;6,973e-006;2,858e-005;8,962e-005;4,875e-005;5,667e-026;5,667e-026;5,667e-026;5,667e-026;1,222e-006;9,184e-005;2,970e-005;9,244e-005;5,667e-026;5,667e-026;1,932e-005;1,195e-004;7,743e-005;5,667e-026;5,667e-026;4,235e-003;5,667e-026;5,667e-026;1,896e-005;1,530e-003;1,764e-003;2,123e-003;2,104e-003;2,074e-003;2,110e-003;2,073e-003;3,085e-003;3,627e-003;4,061e-003;4,180e-003;4,178e-003;6,183e-004
676;1,494e-005;6,821e-005;4,210e-005;2,243e-005;5,777e-026;5,777e-026;5,777e-026;5,777e-026;5,777e-026;1,147e-005;7,852e-005;5,777e-026;5,777e-026;5,777e-026;5,777e-026;5,777e-026;1,550e-006;5,318e-005;5,777e-026;3,488e-005;5,777e-026;5,777e-026;1,757e-005;6,074e-005;3,333e-005;5,777e-026;5,777e-026;3,979e-003;5,777e-026;5,777e-026;1,438e-006;1,453e-003;1,678e-003;1,990e-003;1,978e-003;1,940e-003;1,996e-003;1,952e-003;2,911e-003;3,418e-003;3,857e-003;3,970e-003;3,944e-003;5,702e-004
678;5,881e-026;2,304e-005;3,823e-005;1,124e-005;5,881e-026;5,881e-026;5,881e-026;5,881e-026;5,388e-006;5,881e-026;3,358e-005;5,881e-026;5,881e-026;5,881e-026;5,881e-026;5,881e-026;5,099e-006;1,486e-005;5,881e-026;1,859e-006;5,881e-026;5,881e-026;1,559e-005;5,031e-005;5,881e-026;5,881e-026;5,881e-026;3,791e-003;5,881e-026;5,881e-026;5,881e-026;1,384e-003;1,592e-003;1,879e-003;1,865e-003;1,841e-003;1,888e-003;1,862e-003;2,762e-003;3,246e-003;3,643e-003;3,766e-003;3,737e-003;5,481e-004
680;5,993e-026;9,025e-006;2,151e-005;3,277e-006;5,993e-026;5,993e-026;5,993e-026;5,993e-026;3,476e-005;5,993e-026;1,128e-005;5,993e-026;5,993e-026;5,993e-026;5,993e-026;5,993e-026;8,557e-006;1,926e-005;5,993e-026;5,993e-026;5,993e-026;5,993e-026;8,151e-006;7,954e-005;4,624e-006;5,993e-026;5,993e-026;3,589e-003;5,993e-026;5,993e-026;5,993e-026;1,308e-003;1,487e-003;1,773e-003;1,784e-003;1,769e-003;1,807e-003;1,776e-003;2,629e-003;3,093e-003;3,439e-003;3,567e-003;3,555e-003;5,266e-004
682;6,107e-026;1,857e-005;2,791e-005;6,107e-026;6,107e-026;6,107e-026;6,107e-026;6,107e-026;1,324e-005;6,107e-026;1,174e-005;6,107e-026;6,107e-026;6,107e-026;6,107e-026;6,107e-026;3,215e-006;2,348e-005;6,107e-026;6,107e-026;6,107e-026;6,107e-026;2,462e-005;2,821e-005;1,883e-006;6,107e-026;6,107e-026;3,385e-003;6,107e-026;6,107e-026;6,107e-026;1,230e-003;1,395e-003;1,697e-003;1,689e-003;1,674e-003;1,704e-003;1,690e-003;2,480e-003;2,943e-003;3,269e-003;3,377e-003;3,375e-003;4,723e-004
684;6,236e-026;1,020e-006;3,778e-006;6,236e-026;6,236e-026;6,236e-026;6,236e-026;6,236e-026;1,207e-005;6,236e-026;1,851e-005;6,236e-026;6,236e-026;6,236e-026;6,236e-026;6,236e-026;6,236e-026;1,322e-006;6,236e-026;6,236e-026;6,236e-026;6,236e-026;1,754e-005;3,970e-007;6,236e-026;6,236e-026;6,236e-026;3,188e-003;6,236e-026;6,236e-026;6,236e-026;1,155e-003;1,343e-003;1,583e-003;1,610e-003;1,575e-003;1,597e-003;1,588e-003;2,339e-003;2,770e-003;3,080e-003;3,169e-003;3,159e-003;4,670e-004
686;6,362e-026;6,362e-026;1,071e-005;6,362e-026;6,362e-026;6,362e-026;6,362e-026;6,362e-026;1,320e-006;6,362e-026;6,362e-026;6,362e-026;6,362e-026;6,362e-026;6,362e-026;6,362e-026;6,781e-006;6,362e-026;6,362e-026;6,362e-026;6,362e-026;6,362e-026;2,719e-005;6,362e-026;6,362e-026;6,362e-026;6,362e-026;3,003e-003;6,362e-026;6,362e-026;6,362e-026;1,080e-003;1,255e-003;1,471e-003;1,518e-003;1,482e-003;1,519e-003;1,497e-003;2,210e-003;2,606e-003;2,915e-003;3,005e-003;2,984e-003;4,273e-004
688;6,493e-026;6,493e-026;6,493e-026;6,493e-026;6,493e-026;6,493e-026;6,493e-026;6,493e-026;2,439e-005;6,493e-026;6,493e-026;6,493e-026;6,493e-026;6,493e-026;6,493e-026;6,493e-026;2,119e-005;6,493e-026;6,493e-026;6,493e-026;6,493e-026;6,493e-026;7,112e-006;6,493e-026;6,493e-026;6,493e-026;6,493e-026;2,841e-003;6,493e-026;6,493e-026;6,493e-026;1,029e-003;1,180e-003;1,420e-003;1,439e-003;1,409e-003;1,449e-003;1,440e-003;2,081e-003;2,440e-003;2,733e-003;2,849e-003;2,816e-003;3,978e-004
690;6,629e-026;6,629e-026;6,629e-026;6,629e-026;6,629e-026;6,629e-026;6,629e-026;6,629e-026;1,445e-005;6,629e-026;6,629e-026;6,629e-026;6,629e-026;6,629e-026;6,629e-026;6,629e-026;4,490e-005;6,629e-026;6,629e-026;6,629e-026;6,629e-026;6,629e-026;6,629e-026;6,629e-026;6,629e-026;6,629e-026;6,629e-026;2,669e-003;6,629e-026;6,629e-026;6,629e-026;9,404e-004;1,142e-003;1,343e-003;1,362e-003;1,332e-003;1,377e-003;1,355e-003;1,956e-003;2,305e-003;2,590e-003;2,693e-003;2,669e-003;3,611e-004
692;6,779e-026;6,779e-026;6,779e-026;6,779e-026;6,779e-026;6,779e-026;6,779e-026;6,779e-026;6,779e-026;6,779e-026;6,779e-026;6,779e-026;6,779e-026;6,779e-026;6,779e-026;6,779e-026;5,711e-005;6,779e-026;6,779e-026;6,779e-026;6,779e-026;6,779e-026;6,779e-026;6,779e-026;6,779e-026;6,779e-026;6,779e-026;2,505e-003;6,779e-026;6,779e-026;6,779e-026;8,923e-004;1,057e-003;1,256e-003;1,274e-003;1,253e-003;1,270e-003;1,280e-003;1,858e-003;2,180e-003;2,457e-003;2,528e-003;2,482e-003;3,208e-004
694;6,937e-026;6,937e-026;6,937e-026;6,937e-026;6,937e-026;6,937e-026;6,937e-026;6,937e-026;6,937e-026;6,937e-026;6,937e-026;6,937e-026;6,937e-026;6,937e-026;6,937e-026;6,937e-026;7,929e-006;6,937e-026;6,937e-026;6,937e-026;6,937e-026;6,937e-026;6,937e-026;6,937e-026;6,937e-026;6,937e-026;6,937e-026;2,360e-003;6,937e-026;6,937e-026;6,937e-026;8,324e-004;1,006e-003;1,176e-003;1,217e-003;1,191e-003;1,178e-003;1,194e-003;1,717e-003;2,046e-003;2,268e-003;2,368e-003;2,366e-003;3,134e-004
696;7,086e-026;7,086e-026;7,086e-026;7,086e-026;7,086e-026;7,086e-026;7,086e-026;7,086e-026;7,086e-026;7,086e-026;7,086e-026;7,086e-026;7,086e-026;7,086e-026;7,086e-026;7,086e-026;4,644e-005;7,086e-026;7,086e-026;7,086e-026;7,086e-026;7,086e-026;7,086e-026;7,086e-026;7,086e-026;7,086e-026;7,086e-026;2,231e-003;7,086e-026;7,086e-026;7,086e-026;7,595e-004;9,554e-004;1,125e-003;1,140e-003;1,123e-003;1,107e-003;1,134e-003;1,636e-003;1,891e-003;2,142e-003;2,226e-003;2,234e-003;2,857e-004
698;7,241e-026;7,241e-026;7,241e-026;7,241e-026;7,241e-026;7,241e-026;7,241e-026;7,241e-026;7,241e-026;7,241e-026;7,241e-026;7,241e-026;7,241e-026;7,241e-026;7,241e-026;7,241e-026;7,178e-005;7,241e-026;7,241e-026;7,241e-026;7,241e-026;7,241e-026;7,241e-026;7,241e-026;7,241e-026;7,241e-026;7,241e-026;2,080e-003;7,241e-026;7,241e-026;7,241e-026;7,056e-004;8,862e-004;1,053e-003;1,075e-003;1,060e-003;1,049e-003;1,070e-003;1,551e-003;1,799e-003;2,027e-003;2,108e-003;2,091e-003;2,646e-004
700;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;3,964e-005;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;1,944e-003;7,409e-026;7,409e-026;7,409e-026;6,516e-004;8,416e-004;1,028e-003;1,016e-003;9,887e-004;1,013e-003;1,002e-003;1,442e-003;1,691e-003;1,893e-003;1,945e-003;1,962e-003;2,386e-004
702;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;4,930e-005;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;1,810e-003;7,593e-026;7,593e-026;7,593e-026;6,058e-004;7,878e-004;9,212e-004;9,578e-004;9,115e-004;9,232e-004;9,686e-004;1,341e-003;1,602e-003;1,786e-003;1,834e-003;1,828e-003;2,227e-004
704;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;1,168e-005;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;1,729e-003;7,759e-026;7,759e-026;7,759e-026;5,693e-004;7,492e-004;8,702e-004;9,080e-004;8,692e-004;8,630e-004;9,065e-004;1,247e-003;1,493e-003;1,686e-003;1,721e-003;1,730e-003;2,091e-004
706;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;3,073e-005;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;1,618e-003;7,939e-026;7,939e-026;7,939e-026;5,067e-004;6,812e-004;8,004e-004;8,531e-004;8,091e-004;7,932e-004;8,520e-004;1,158e-003;1,380e-003;1,593e-003;1,633e-003;1,628e-003;1,950e-004
